识别时间,交易日,龙头品种,板块,方向,当前涨跌幅,当前增减仓幅度,前20日最高价或最低价,前20日平均涨跌幅绝对值,前20日平均增减仓幅度绝对值,首次突破时间,识别小时,历史窗口开始,历史窗口结束,触发原因
2023-07-17 13:59:00,2023-07-17,CJ,果品,向上,0.0741667269,0.4518622522,11308.9305804817,0.0076474776,0.0209148329,2023-07-17 09:13:00,2023-07-17 13:00:00,2023-06-15,2023-07-14,high=12135.5 突破前20日高点 11308.9；涨跌幅=7.4167%，超过2倍前20日平均绝对涨跌幅 0.7647%；增仓幅度=45.1862%，超过1.5倍前20日平均绝对增减仓幅度 2.0915%；首次突破时间=2023-07-17 09:13:00
2023-07-17 14:59:00,2023-07-17,CJ,果品,向上,0.0673227584,0.3394477407,11308.9305804817,0.0076474776,0.0209148329,2023-07-17 09:13:00,2023-07-17 14:00:00,2023-06-15,2023-07-14,high=12135.5 突破前20日高点 11308.9；涨跌幅=6.7323%，超过2倍前20日平均绝对涨跌幅 0.7647%；增仓幅度=33.9448%，超过1.5倍前20日平均绝对增减仓幅度 2.0915%；首次突破时间=2023-07-17 09:13:00
2023-07-17 15:00:00,2023-07-17,CJ,果品,向上,0.0667172545,0.3170735390,11308.9305804817,0.0076474776,0.0209148329,2023-07-17 09:13:00,2023-07-17 15:00:00,2023-06-15,2023-07-14,high=12135.5 突破前20日高点 11308.9；涨跌幅=6.6717%，超过2倍前20日平均绝对涨跌幅 0.7647%；增仓幅度=31.7074%，超过1.5倍前20日平均绝对增减仓幅度 2.0915%；首次突破时间=2023-07-17 09:13:00
2023-07-18 10:59:00,2023-07-18,JM,煤焦,向上,0.0514421853,0.0630665887,1430.8063861499,0.0163063514,0.0247662253,2023-07-17 22:19:00,2023-07-18 10:00:00,2023-06-16,2023-07-17,high=1465.11 突破前20日高点 1430.81；涨跌幅=5.1442%，超过2倍前20日平均绝对涨跌幅 1.6306%；增仓幅度=6.3067%，超过1.5倍前20日平均绝对增减仓幅度 2.4766%；首次突破时间=2023-07-17 22:19:00
2023-07-18 11:30:00,2023-07-18,JM,煤焦,向上,0.0518229126,0.0713889412,1430.8063861499,0.0163063514,0.0247662253,2023-07-17 22:19:00,2023-07-18 11:00:00,2023-06-16,2023-07-17,high=1465.11 突破前20日高点 1430.81；涨跌幅=5.1823%，超过2倍前20日平均绝对涨跌幅 1.6306%；增仓幅度=7.1389%，超过1.5倍前20日平均绝对增减仓幅度 2.4766%；首次突破时间=2023-07-17 22:19:00
2023-07-18 14:59:00,2023-07-18,UR,煤化工建材,向上,0.0659408504,0.0693335853,2033.1694767289,0.0165748621,0.0186507711,2023-07-18 14:55:00,2023-07-18 14:00:00,2023-06-16,2023-07-17,high=2038.84 突破前20日高点 2033.17；涨跌幅=6.5941%，超过2倍前20日平均绝对涨跌幅 1.6575%；增仓幅度=6.9334%，超过1.5倍前20日平均绝对增减仓幅度 1.8651%；首次突破时间=2023-07-18 14:55:00
2023-07-18 14:59:00,2023-07-18,JM,煤焦,向上,0.0582961630,0.1209118920,1430.8063861499,0.0163063514,0.0247662253,2023-07-17 22:19:00,2023-07-18 14:00:00,2023-06-16,2023-07-17,high=1465.11 突破前20日高点 1430.81；涨跌幅=5.8296%，超过2倍前20日平均绝对涨跌幅 1.6306%；增仓幅度=12.0912%，超过1.5倍前20日平均绝对增减仓幅度 2.4766%；首次突破时间=2023-07-17 22:19:00
2023-07-18 15:00:00,2023-07-18,UR,煤化工建材,向上,0.0637058677,0.0565570673,2033.1694767289,0.0165748621,0.0186507711,2023-07-18 14:55:00,2023-07-18 15:00:00,2023-06-16,2023-07-17,high=2038.84 突破前20日高点 2033.17；涨跌幅=6.3706%，超过2倍前20日平均绝对涨跌幅 1.6575%；增仓幅度=5.6557%，超过1.5倍前20日平均绝对增减仓幅度 1.8651%；首次突破时间=2023-07-18 14:55:00
2023-07-18 15:00:00,2023-07-18,JM,煤焦,向上,0.0579793794,0.1212388416,1430.8063861499,0.0163063514,0.0247662253,2023-07-17 22:19:00,2023-07-18 15:00:00,2023-06-16,2023-07-17,high=1465.11 突破前20日高点 1430.81；涨跌幅=5.7979%，超过2倍前20日平均绝对涨跌幅 1.6306%；增仓幅度=12.1239%，超过1.5倍前20日平均绝对增减仓幅度 2.4766%；首次突破时间=2023-07-17 22:19:00
2023-07-19 10:59:00,2023-07-19,AU,贵金属,向上,0.0117884070,0.0315278613,457.2757290548,0.0023032428,0.0141035391,2023-07-18 21:01:00,2023-07-19 10:00:00,2023-06-19,2023-07-18,high=462.651 突破前20日高点 457.276；涨跌幅=1.1788%，超过2倍前20日平均绝对涨跌幅 0.2303%；增仓幅度=3.1528%，超过1.5倍前20日平均绝对增减仓幅度 1.4104%；首次突破时间=2023-07-18 21:01:00
2023-07-19 11:30:00,2023-07-19,AU,贵金属,向上,0.0117549154,0.0326040881,457.2757290548,0.0023032428,0.0141035391,2023-07-18 21:01:00,2023-07-19 11:00:00,2023-06-19,2023-07-18,high=462.651 突破前20日高点 457.276；涨跌幅=1.1755%，超过2倍前20日平均绝对涨跌幅 0.2303%；增仓幅度=3.2604%，超过1.5倍前20日平均绝对增减仓幅度 1.4104%；首次突破时间=2023-07-18 21:01:00
2023-07-19 13:59:00,2023-07-19,AU,贵金属,向上,0.0118100264,0.0339239889,457.2757290548,0.0023032428,0.0141035391,2023-07-18 21:01:00,2023-07-19 13:00:00,2023-06-19,2023-07-18,high=462.651 突破前20日高点 457.276；涨跌幅=1.1810%，超过2倍前20日平均绝对涨跌幅 0.2303%；增仓幅度=3.3924%，超过1.5倍前20日平均绝对增减仓幅度 1.4104%；首次突破时间=2023-07-18 21:01:00
2023-07-19 14:59:00,2023-07-19,AU,贵金属,向上,0.0119392756,0.0323553376,457.2757290548,0.0023032428,0.0141035391,2023-07-18 21:01:00,2023-07-19 14:00:00,2023-06-19,2023-07-18,high=463.449 突破前20日高点 457.276；涨跌幅=1.1939%，超过2倍前20日平均绝对涨跌幅 0.2303%；增仓幅度=3.2355%，超过1.5倍前20日平均绝对增减仓幅度 1.4104%；首次突破时间=2023-07-18 21:01:00
2023-07-19 15:00:00,2023-07-19,AU,贵金属,向上,0.0120977049,0.0325583993,457.2757290548,0.0023032428,0.0141035391,2023-07-18 21:01:00,2023-07-19 15:00:00,2023-06-19,2023-07-18,high=463.449 突破前20日高点 457.276；涨跌幅=1.2098%，超过2倍前20日平均绝对涨跌幅 0.2303%；增仓幅度=3.2558%，超过1.5倍前20日平均绝对增减仓幅度 1.4104%；首次突破时间=2023-07-18 21:01:00
2023-07-20 10:59:00,2023-07-20,SS,黑色钢矿,向上,0.0189743124,0.1402095686,14994.8615392955,0.0054561663,0.0332688352,2023-07-19 21:01:00,2023-07-20 10:00:00,2023-06-20,2023-07-19,high=15219.3 突破前20日高点 14994.9；涨跌幅=1.8974%，超过2倍前20日平均绝对涨跌幅 0.5456%；增仓幅度=14.0210%，超过1.5倍前20日平均绝对增减仓幅度 3.3269%；首次突破时间=2023-07-19 21:01:00
2023-07-20 11:30:00,2023-07-20,SS,黑色钢矿,向上,0.0217286872,0.1691166051,14994.8615392955,0.0054561663,0.0332688352,2023-07-19 21:01:00,2023-07-20 11:00:00,2023-06-20,2023-07-19,high=15322.9 突破前20日高点 14994.9；涨跌幅=2.1729%，超过2倍前20日平均绝对涨跌幅 0.5456%；增仓幅度=16.9117%，超过1.5倍前20日平均绝对增减仓幅度 3.3269%；首次突破时间=2023-07-19 21:01:00
2023-07-20 13:59:00,2023-07-20,SS,黑色钢矿,向上,0.0252518875,0.1864041466,14994.8615392955,0.0054561663,0.0332688352,2023-07-19 21:01:00,2023-07-20 13:00:00,2023-06-20,2023-07-19,high=15342.3 突破前20日高点 14994.9；涨跌幅=2.5252%，超过2倍前20日平均绝对涨跌幅 0.5456%；增仓幅度=18.6404%，超过1.5倍前20日平均绝对增减仓幅度 3.3269%；首次突破时间=2023-07-19 21:01:00
2023-07-20 14:59:00,2023-07-20,SS,黑色钢矿,向上,0.0262628665,0.1954879368,14994.8615392955,0.0054561663,0.0332688352,2023-07-19 21:01:00,2023-07-20 14:00:00,2023-06-20,2023-07-19,high=15364.9 突破前20日高点 14994.9；涨跌幅=2.6263%，超过2倍前20日平均绝对涨跌幅 0.5456%；增仓幅度=19.5488%，超过1.5倍前20日平均绝对增减仓幅度 3.3269%；首次突破时间=2023-07-19 21:01:00
2023-07-20 15:00:00,2023-07-20,SS,黑色钢矿,向上,0.0262077236,0.1941977104,14994.8615392955,0.0054561663,0.0332688352,2023-07-19 21:01:00,2023-07-20 15:00:00,2023-06-20,2023-07-19,high=15364.9 突破前20日高点 14994.9；涨跌幅=2.6208%，超过2倍前20日平均绝对涨跌幅 0.5456%；增仓幅度=19.4198%，超过1.5倍前20日平均绝对增减仓幅度 3.3269%；首次突破时间=2023-07-19 21:01:00
2023-07-24 22:59:00,2023-07-25,PB,有色基本金属,向上,0.0109277090,0.0761729377,15955.4110588278,0.0035806835,0.0226578096,2023-07-24 21:01:00,2023-07-24 22:00:00,2023-06-27,2023-07-24,high=16130.9 突破前20日高点 15955.4；涨跌幅=1.0928%，超过2倍前20日平均绝对涨跌幅 0.3581%；增仓幅度=7.6173%，超过1.5倍前20日平均绝对增减仓幅度 2.2658%；首次突破时间=2023-07-24 21:01:00
2023-07-24 23:59:00,2023-07-25,PB,有色基本金属,向上,0.0120451639,0.0869651004,15955.4110588278,0.0035806835,0.0226578096,2023-07-24 21:01:00,2023-07-24 23:00:00,2023-06-27,2023-07-24,high=16162.9 突破前20日高点 15955.4；涨跌幅=1.2045%，超过2倍前20日平均绝对涨跌幅 0.3581%；增仓幅度=8.6965%，超过1.5倍前20日平均绝对增减仓幅度 2.2658%；首次突破时间=2023-07-24 21:01:00
2023-07-25 00:59:00,2023-07-25,PB,有色基本金属,向上,0.0116882020,0.0870189117,15955.4110588278,0.0035806835,0.0226578096,2023-07-24 21:01:00,2023-07-25 00:00:00,2023-06-27,2023-07-24,high=16175.5 突破前20日高点 15955.4；涨跌幅=1.1688%，超过2倍前20日平均绝对涨跌幅 0.3581%；增仓幅度=8.7019%，超过1.5倍前20日平均绝对增减仓幅度 2.2658%；首次突破时间=2023-07-24 21:01:00
2023-07-25 01:00:00,2023-07-25,PB,有色基本金属,向上,0.0113425234,0.0864329660,15955.4110588278,0.0035806835,0.0226578096,2023-07-24 21:01:00,2023-07-25 01:00:00,2023-06-27,2023-07-24,high=16175.5 突破前20日高点 15955.4；涨跌幅=1.1343%，超过2倍前20日平均绝对涨跌幅 0.3581%；增仓幅度=8.6433%，超过1.5倍前20日平均绝对增减仓幅度 2.2658%；首次突破时间=2023-07-24 21:01:00
2023-07-25 09:59:00,2023-07-25,HC,黑色钢矿,向上,0.0269910589,0.1081635563,3940.4870387159,0.0083462470,0.0173100611,2023-07-24 22:20:00,2023-07-25 09:00:00,2023-06-27,2023-07-24,high=4013.33 突破前20日高点 3940.49；涨跌幅=2.6991%，超过2倍前20日平均绝对涨跌幅 0.8346%；增仓幅度=10.8164%，超过1.5倍前20日平均绝对增减仓幅度 1.7310%；首次突破时间=2023-07-24 22:20:00
2023-07-25 10:59:00,2023-07-25,PB,有色基本金属,向上,0.0109443032,0.0805436141,15955.4110588278,0.0035806835,0.0226578096,2023-07-24 21:01:00,2023-07-25 10:00:00,2023-06-27,2023-07-24,high=16175.5 突破前20日高点 15955.4；涨跌幅=1.0944%，超过2倍前20日平均绝对涨跌幅 0.3581%；增仓幅度=8.0544%，超过1.5倍前20日平均绝对增减仓幅度 2.2658%；首次突破时间=2023-07-24 21:01:00
2023-07-25 10:59:00,2023-07-25,HC,黑色钢矿,向上,0.0288528270,0.1180653383,3940.4870387159,0.0083462470,0.0173100611,2023-07-24 22:20:00,2023-07-25 10:00:00,2023-06-27,2023-07-24,high=4026.74 突破前20日高点 3940.49；涨跌幅=2.8853%，超过2倍前20日平均绝对涨跌幅 0.8346%；增仓幅度=11.8065%，超过1.5倍前20日平均绝对增减仓幅度 1.7310%；首次突破时间=2023-07-24 22:20:00
2023-07-25 11:30:00,2023-07-25,PB,有色基本金属,向上,0.0109334749,0.0791445193,15955.4110588278,0.0035806835,0.0226578096,2023-07-24 21:01:00,2023-07-25 11:00:00,2023-06-27,2023-07-24,high=16175.5 突破前20日高点 15955.4；涨跌幅=1.0933%，超过2倍前20日平均绝对涨跌幅 0.3581%；增仓幅度=7.9145%，超过1.5倍前20日平均绝对增减仓幅度 2.2658%；首次突破时间=2023-07-24 21:01:00
2023-07-25 11:30:00,2023-07-25,HC,黑色钢矿,向上,0.0258381517,0.1188840104,3940.4870387159,0.0083462470,0.0173100611,2023-07-24 22:20:00,2023-07-25 11:00:00,2023-06-27,2023-07-24,high=4026.74 突破前20日高点 3940.49；涨跌幅=2.5838%，超过2倍前20日平均绝对涨跌幅 0.8346%；增仓幅度=11.8884%，超过1.5倍前20日平均绝对增减仓幅度 1.7310%；首次突破时间=2023-07-24 22:20:00
2023-07-25 13:59:00,2023-07-25,PB,有色基本金属,向上,0.0119757391,0.0805854674,15955.4110588278,0.0035806835,0.0226578096,2023-07-24 21:01:00,2023-07-25 13:00:00,2023-06-27,2023-07-24,high=16175.5 突破前20日高点 15955.4；涨跌幅=1.1976%，超过2倍前20日平均绝对涨跌幅 0.3581%；增仓幅度=8.0585%，超过1.5倍前20日平均绝对增减仓幅度 2.2658%；首次突破时间=2023-07-24 21:01:00
2023-07-25 13:59:00,2023-07-25,HC,黑色钢矿,向上,0.0266010971,0.1240895574,3940.4870387159,0.0083462470,0.0173100611,2023-07-24 22:20:00,2023-07-25 13:00:00,2023-06-27,2023-07-24,high=4026.74 突破前20日高点 3940.49；涨跌幅=2.6601%，超过2倍前20日平均绝对涨跌幅 0.8346%；增仓幅度=12.4090%，超过1.5倍前20日平均绝对增减仓幅度 1.7310%；首次突破时间=2023-07-24 22:20:00
2023-07-25 14:59:00,2023-07-25,IF,金融期货,向上,0.0291782952,0.0560496275,3914.2710730607,0.0055414006,0.0185763030,2023-07-25 11:16:00,2023-07-25 14:00:00,2023-06-27,2023-07-24,high=3930.68 突破前20日高点 3914.27；涨跌幅=2.9178%，超过2倍前20日平均绝对涨跌幅 0.5541%；增仓幅度=5.6050%，超过1.5倍前20日平均绝对增减仓幅度 1.8576%；首次突破时间=2023-07-25 11:16:00
2023-07-25 14:59:00,2023-07-25,HC,黑色钢矿,向上,0.0255472458,0.1277022780,3940.4870387159,0.0083462470,0.0173100611,2023-07-24 22:20:00,2023-07-25 14:00:00,2023-06-27,2023-07-24,high=4026.74 突破前20日高点 3940.49；涨跌幅=2.5547%，超过2倍前20日平均绝对涨跌幅 0.8346%；增仓幅度=12.7702%，超过1.5倍前20日平均绝对增减仓幅度 1.7310%；首次突破时间=2023-07-24 22:20:00
2023-07-25 15:15:00,2023-07-25,IF,金融期货,向上,0.0294416220,0.0581903472,3914.2710730607,0.0055414006,0.0185763030,2023-07-25 11:16:00,2023-07-25 15:00:00,2023-06-27,2023-07-24,high=3931.62 突破前20日高点 3914.27；涨跌幅=2.9442%，超过2倍前20日平均绝对涨跌幅 0.5541%；增仓幅度=5.8190%，超过1.5倍前20日平均绝对增减仓幅度 1.8576%；首次突破时间=2023-07-25 11:16:00
2023-07-25 15:00:00,2023-07-25,HC,黑色钢矿,向上,0.0254585192,0.1272669105,3940.4870387159,0.0083462470,0.0173100611,2023-07-24 22:20:00,2023-07-25 15:00:00,2023-06-27,2023-07-24,high=4026.74 突破前20日高点 3940.49；涨跌幅=2.5459%，超过2倍前20日平均绝对涨跌幅 0.8346%；增仓幅度=12.7267%，超过1.5倍前20日平均绝对增减仓幅度 1.7310%；首次突破时间=2023-07-24 22:20:00
2023-07-27 09:59:00,2023-07-27,SN,有色基本金属,向上,0.0359404270,0.2063583982,239918.6493256499,0.0096551246,0.0345695849,2023-07-27 09:06:00,2023-07-27 09:00:00,2023-06-29,2023-07-26,high=242412 突破前20日高点 239919；涨跌幅=3.5940%，超过2倍前20日平均绝对涨跌幅 0.9655%；增仓幅度=20.6358%，超过1.5倍前20日平均绝对增减仓幅度 3.4570%；首次突破时间=2023-07-27 09:06:00
2023-07-27 10:59:00,2023-07-27,SN,有色基本金属,向上,0.0307362755,0.2213568057,239918.6493256499,0.0096551246,0.0345695849,2023-07-27 09:06:00,2023-07-27 10:00:00,2023-06-29,2023-07-26,high=243399 突破前20日高点 239919；涨跌幅=3.0736%，超过2倍前20日平均绝对涨跌幅 0.9655%；增仓幅度=22.1357%，超过1.5倍前20日平均绝对增减仓幅度 3.4570%；首次突破时间=2023-07-27 09:06:00
2023-07-27 13:59:00,2023-07-27,AP,果品,向上,0.0158848662,0.1031724359,8730.8574483809,0.0048756705,0.0480931977,2023-07-27 09:57:00,2023-07-27 13:00:00,2023-06-29,2023-07-26,high=8753.34 突破前20日高点 8730.86；涨跌幅=1.5885%，超过2倍前20日平均绝对涨跌幅 0.4876%；增仓幅度=10.3172%，超过1.5倍前20日平均绝对增减仓幅度 4.8093%；首次突破时间=2023-07-27 09:57:00
2023-07-28 13:59:00,2023-07-28,IF,金融期货,向上,0.0227709850,0.0447926192,3943.3931836223,0.0066183795,0.0217457411,2023-07-28 10:55:00,2023-07-28 13:00:00,2023-06-30,2023-07-27,high=4012.12 突破前20日高点 3943.39；涨跌幅=2.2771%，超过2倍前20日平均绝对涨跌幅 0.6618%；增仓幅度=4.4793%，超过1.5倍前20日平均绝对增减仓幅度 2.1746%；首次突破时间=2023-07-28 10:55:00
2023-07-28 14:59:00,2023-07-28,TA,聚酯产业链,向上,0.0294529729,0.0481453736,5962.3607311047,0.0078848962,0.0204295663,2023-07-28 13:35:00,2023-07-28 14:00:00,2023-06-30,2023-07-27,high=6069.2 突破前20日高点 5962.36；涨跌幅=2.9453%，超过2倍前20日平均绝对涨跌幅 0.7885%；增仓幅度=4.8145%，超过1.5倍前20日平均绝对增减仓幅度 2.0430%；首次突破时间=2023-07-28 13:35:00
2023-07-28 14:59:00,2023-07-28,IF,金融期货,向上,0.0251526228,0.0880839623,3943.3931836223,0.0066183795,0.0217457411,2023-07-28 10:55:00,2023-07-28 14:00:00,2023-06-30,2023-07-27,high=4023.73 突破前20日高点 3943.39；涨跌幅=2.5153%，超过2倍前20日平均绝对涨跌幅 0.6618%；增仓幅度=8.8084%，超过1.5倍前20日平均绝对增减仓幅度 2.1746%；首次突破时间=2023-07-28 10:55:00
2023-07-28 15:00:00,2023-07-28,TA,聚酯产业链,向上,0.0298774733,0.0470875292,5962.3607311047,0.0078848962,0.0204295663,2023-07-28 13:35:00,2023-07-28 15:00:00,2023-06-30,2023-07-27,high=6069.2 突破前20日高点 5962.36；涨跌幅=2.9877%，超过2倍前20日平均绝对涨跌幅 0.7885%；增仓幅度=4.7088%，超过1.5倍前20日平均绝对增减仓幅度 2.0430%；首次突破时间=2023-07-28 13:35:00
2023-07-28 15:15:00,2023-07-28,IF,金融期货,向上,0.0254946583,0.0909136402,3943.3931836223,0.0066183795,0.0217457411,2023-07-28 10:55:00,2023-07-28 15:00:00,2023-06-30,2023-07-27,high=4023.73 突破前20日高点 3943.39；涨跌幅=2.5495%，超过2倍前20日平均绝对涨跌幅 0.6618%；增仓幅度=9.0914%，超过1.5倍前20日平均绝对增减仓幅度 2.1746%；首次突破时间=2023-07-28 10:55:00
2023-07-31 09:59:00,2023-07-31,CJ,果品,向上,0.0464558698,0.0778718041,12433.8200259756,0.0121218053,0.0382807215,2023-07-31 09:01:00,2023-07-31 09:00:00,2023-07-03,2023-07-28,high=12999.3 突破前20日高点 12433.8；涨跌幅=4.6456%，超过2倍前20日平均绝对涨跌幅 1.2122%；增仓幅度=7.7872%，超过1.5倍前20日平均绝对增减仓幅度 3.8281%；首次突破时间=2023-07-31 09:01:00
2023-08-01 09:59:00,2023-08-01,CU,有色基本金属,向上,0.0174977367,0.0467895201,69670.1566494518,0.0049556856,0.0176186356,2023-07-31 21:01:00,2023-08-01 09:00:00,2023-07-04,2023-07-31,high=70793.1 突破前20日高点 69670.2；涨跌幅=1.7498%，超过2倍前20日平均绝对涨跌幅 0.4956%；增仓幅度=4.6790%，超过1.5倍前20日平均绝对增减仓幅度 1.7619%；首次突破时间=2023-07-31 21:01:00
2023-08-01 09:59:00,2023-08-01,FU,能源油品,向上,0.0227708927,0.0623715791,3385.1823435430,0.0075558442,0.0214042844,2023-07-31 21:01:00,2023-08-01 09:00:00,2023-07-04,2023-07-31,high=3461.23 突破前20日高点 3385.18；涨跌幅=2.2771%，超过2倍前20日平均绝对涨跌幅 0.7556%；增仓幅度=6.2372%，超过1.5倍前20日平均绝对增减仓幅度 2.1404%；首次突破时间=2023-07-31 21:01:00
2023-08-01 10:59:00,2023-08-01,CU,有色基本金属,向上,0.0149689540,0.0459381387,69670.1566494518,0.0049556856,0.0176186356,2023-07-31 21:01:00,2023-08-01 10:00:00,2023-07-04,2023-07-31,high=70793.1 突破前20日高点 69670.2；涨跌幅=1.4969%，超过2倍前20日平均绝对涨跌幅 0.4956%；增仓幅度=4.5938%，超过1.5倍前20日平均绝对增减仓幅度 1.7619%；首次突破时间=2023-07-31 21:01:00
2023-08-01 11:30:00,2023-08-01,CU,有色基本金属,向上,0.0157079885,0.0487110257,69670.1566494518,0.0049556856,0.0176186356,2023-07-31 21:01:00,2023-08-01 11:00:00,2023-07-04,2023-07-31,high=70793.1 突破前20日高点 69670.2；涨跌幅=1.5708%，超过2倍前20日平均绝对涨跌幅 0.4956%；增仓幅度=4.8711%，超过1.5倍前20日平均绝对增减仓幅度 1.7619%；首次突破时间=2023-07-31 21:01:00
2023-08-01 11:30:00,2023-08-01,FU,能源油品,向上,0.0228747991,0.0666498654,3385.1823435430,0.0075558442,0.0214042844,2023-07-31 21:01:00,2023-08-01 11:00:00,2023-07-04,2023-07-31,high=3465.41 突破前20日高点 3385.18；涨跌幅=2.2875%，超过2倍前20日平均绝对涨跌幅 0.7556%；增仓幅度=6.6650%，超过1.5倍前20日平均绝对增减仓幅度 2.1404%；首次突破时间=2023-07-31 21:01:00
2023-08-01 14:59:00,2023-08-01,CU,有色基本金属,向上,0.0153073691,0.0542246317,69670.1566494518,0.0049556856,0.0176186356,2023-07-31 21:01:00,2023-08-01 14:00:00,2023-07-04,2023-07-31,high=70793.1 突破前20日高点 69670.2；涨跌幅=1.5307%，超过2倍前20日平均绝对涨跌幅 0.4956%；增仓幅度=5.4225%，超过1.5倍前20日平均绝对增减仓幅度 1.7619%；首次突破时间=2023-07-31 21:01:00
2023-08-01 14:59:00,2023-08-01,FU,能源油品,向上,0.0234001923,0.0653548035,3385.1823435430,0.0075558442,0.0214042844,2023-07-31 21:01:00,2023-08-01 14:00:00,2023-07-04,2023-07-31,high=3465.41 突破前20日高点 3385.18；涨跌幅=2.3400%，超过2倍前20日平均绝对涨跌幅 0.7556%；增仓幅度=6.5355%，超过1.5倍前20日平均绝对增减仓幅度 2.1404%；首次突破时间=2023-07-31 21:01:00
2023-08-01 15:00:00,2023-08-01,CU,有色基本金属,向上,0.0153110316,0.0540959595,69670.1566494518,0.0049556856,0.0176186356,2023-07-31 21:01:00,2023-08-01 15:00:00,2023-07-04,2023-07-31,high=70793.1 突破前20日高点 69670.2；涨跌幅=1.5311%，超过2倍前20日平均绝对涨跌幅 0.4956%；增仓幅度=5.4096%，超过1.5倍前20日平均绝对增减仓幅度 1.7619%；首次突破时间=2023-07-31 21:01:00
2023-08-01 15:00:00,2023-08-01,FU,能源油品,向上,0.0234677854,0.0654307709,3385.1823435430,0.0075558442,0.0214042844,2023-07-31 21:01:00,2023-08-01 15:00:00,2023-07-04,2023-07-31,high=3465.41 突破前20日高点 3385.18；涨跌幅=2.3468%，超过2倍前20日平均绝对涨跌幅 0.7556%；增仓幅度=6.5431%，超过1.5倍前20日平均绝对增减仓幅度 2.1404%；首次突破时间=2023-07-31 21:01:00
2023-08-02 10:59:00,2023-08-02,SF,铁合金,向上,0.0337482374,0.0495536435,7139.5281695411,0.0081213402,0.0183197437,2023-08-02 10:36:00,2023-08-02 10:00:00,2023-07-05,2023-08-01,high=7316.67 突破前20日高点 7139.53；涨跌幅=3.3748%，超过2倍前20日平均绝对涨跌幅 0.8121%；增仓幅度=4.9554%，超过1.5倍前20日平均绝对增减仓幅度 1.8320%；首次突破时间=2023-08-02 10:36:00
2023-08-02 11:30:00,2023-08-02,SF,铁合金,向上,0.0258180236,0.0702806980,7139.5281695411,0.0081213402,0.0183197437,2023-08-02 10:36:00,2023-08-02 11:00:00,2023-07-05,2023-08-01,high=7360.92 突破前20日高点 7139.53；涨跌幅=2.5818%，超过2倍前20日平均绝对涨跌幅 0.8121%；增仓幅度=7.0281%，超过1.5倍前20日平均绝对增减仓幅度 1.8320%；首次突破时间=2023-08-02 10:36:00
2023-08-02 13:59:00,2023-08-02,SF,铁合金,向上,0.0250025649,0.0902474780,7139.5281695411,0.0081213402,0.0183197437,2023-08-02 10:36:00,2023-08-02 13:00:00,2023-07-05,2023-08-01,high=7360.92 突破前20日高点 7139.53；涨跌幅=2.5003%，超过2倍前20日平均绝对涨跌幅 0.8121%；增仓幅度=9.0247%，超过1.5倍前20日平均绝对增减仓幅度 1.8320%；首次突破时间=2023-08-02 10:36:00
2023-08-04 11:30:00,2023-08-04,LU,能源油品,向上,0.0312703533,0.0872252898,4406.1162593461,0.0103595999,0.0283627071,2023-08-04 09:01:00,2023-08-04 11:00:00,2023-07-07,2023-08-03,high=4444.15 突破前20日高点 4406.12；涨跌幅=3.1270%，超过2倍前20日平均绝对涨跌幅 1.0360%；增仓幅度=8.7225%，超过1.5倍前20日平均绝对增减仓幅度 2.8363%；首次突破时间=2023-08-04 09:01:00
2023-08-09 13:59:00,2023-08-09,SR,软商品纺织,向上,0.0157879267,0.0852786168,6752.6125775503,0.0047207079,0.0093356471,2023-08-09 11:06:00,2023-08-09 13:00:00,2023-07-12,2023-08-08,high=6844.48 突破前20日高点 6752.61；涨跌幅=1.5788%，超过2倍前20日平均绝对涨跌幅 0.4721%；增仓幅度=8.5279%，超过1.5倍前20日平均绝对增减仓幅度 0.9336%；首次突破时间=2023-08-09 11:06:00
2023-08-09 14:59:00,2023-08-09,SR,软商品纺织,向上,0.0199399184,0.1058472241,6752.6125775503,0.0047207079,0.0093356471,2023-08-09 11:06:00,2023-08-09 14:00:00,2023-07-12,2023-08-08,high=6861.43 突破前20日高点 6752.61；涨跌幅=1.9940%，超过2倍前20日平均绝对涨跌幅 0.4721%；增仓幅度=10.5847%，超过1.5倍前20日平均绝对增减仓幅度 0.9336%；首次突破时间=2023-08-09 11:06:00
2023-08-09 15:00:00,2023-08-09,SR,软商品纺织,向上,0.0198966518,0.1046138755,6752.6125775503,0.0047207079,0.0093356471,2023-08-09 11:06:00,2023-08-09 15:00:00,2023-07-12,2023-08-08,high=6861.43 突破前20日高点 6752.61；涨跌幅=1.9897%，超过2倍前20日平均绝对涨跌幅 0.4721%；增仓幅度=10.4614%，超过1.5倍前20日平均绝对增减仓幅度 0.9336%；首次突破时间=2023-08-09 11:06:00
2023-08-10 13:59:00,2023-08-10,PG,能源油品,向上,0.0397947203,0.1178358687,4437.9439730251,0.0112804056,0.0109215327,2023-08-09 21:01:00,2023-08-10 13:00:00,2023-07-13,2023-08-09,high=4617.44 突破前20日高点 4437.94；涨跌幅=3.9795%，超过2倍前20日平均绝对涨跌幅 1.1280%；增仓幅度=11.7836%，超过1.5倍前20日平均绝对增减仓幅度 1.0922%；首次突破时间=2023-08-09 21:01:00
